ReviewId,SentenceId,Text,Label1,Label2
r41,s4,It is well-known that these are sensitive to initialization and often require running the optimizer with multiple random seeds and picking the best one.,non_actionable,fact
r41,s5,"In particular, many parts are quite technical and may not be accessible to a broader machine learning audience.",actionable,shortcoming
r41,s6,"- Top of page 5, when you describe the checkerboard BFS: please include a visualization somewhere, it could be in the Appendix.",actionable,suggestion
r41,s7,"- Section 6: there is lots of math here, but the main results don't obviously stand out.",actionable,shortcoming
r41,s8,Interested readers can then work through the math if they want to.,non_actionable,fact
r41,s9,"This second part was confusing - although the maze can be viewed as a graph, many other works apply ConvNets to maze environments [1, 2, 3], and their work has little relation to other work on graph CNNs.",actionable,shortcoming
r42,s0,The stated Theorem 1 is incorrect.,actionable,shortcoming
r42,s1,"Even if the stated result was correct, it presents much worse rate for a weaker notion of convergence.",actionable,shortcoming
r42,s2,"2. Even if this was correct, the main point is that this is ""only"" d times worse - see eq (11).",actionable,shortcoming
r42,s3,"Also, it is lot more worse than just d times:",actionable,shortcoming
r42,s4,"3. Again in eq (11), you compare different notions of convergence - E[||g||_1]^2 vs. E[||g||_2^2].",actionable,shortcoming
r42,s5,"In particular, the one for signSGD is the weaker notion - squared L1 norm can be d times bigger again.",actionable,fact
r42,s6,"If this is not the case for some reason, more detailed explanation is needed.",actionable,suggestion
r42,s7,"Other than that, the paper contains several attempts at intuitive explanation, which I don't find correct.",actionable,shortcoming
r42,s8,Inclusion of Assumption 3 would in particular require better justification.,actionable,suggestion
r42,s9,"Experiments are also inconclusive, as the plots show convergence to significantly worse accuracy than what the models converged to in original contributions.",actionable,shortcoming
r43,s0,deep learning with the boosting trick This paper applies the boosting trick to deep learning.,non_actionable,fact
r43,s1,The proposed algorithm is validated on several image classification datasets.,non_actionable,fact
r43,s2,The paper is its current form has the following issues:,actionable,shortcoming
r43,s3,1. There is hardly any baseline compared in the paper.,actionable,shortcoming
r43,s4,"The proposed algorithm is essentially an ensemble algorithm, there exist several works on deep model ensemble (e.g., Boosted convolutional neural networks, and Snapshot Ensemble) should be compared against.",actionable,shortcoming
r43,s5,"2. I did not carefully check all the proofs, but seems most of the proof can be moved to supplementary to keep the paper more concise.",actionable,suggestion
r43,s6,Why the error rate reported here is higher than that in the original paper?,actionable,question
r43,s7,"Typo: In Session 3 Line 7, there is a missing reference.",actionable,shortcoming
r43,s8,"In Session 3 Line 10, “1,00 object classes” should be “100 object classes”.",actionable,shortcoming
r43,s9,"In Line 3 of the paragraph below Equation 5, “classe” should be “class”.",actionable,shortcoming
r44,s0,The paper could be more focused around a single scientific question: does the PATH function as formulated help?,actionable,suggestion
r44,s1,The authors do provide a novel formulation and demonstrate the gains on a variety of concrete problems taken form the literature.,non_actionable,agreement
r44,s2,Figure #s are missing off several figures.,actionable,shortcoming
r44,s3,"MODEL & ARCHITECTURE The PATH function given a current state s and a goal state s', returns a distribution over the best first action to take to get to the goal P(A).",non_actionable,fact
r44,s4,Should these parameters be take out of the n-step advantage function A?,actionable,question
r44,s5,So the PATH function helps and longer paths are better.,non_actionable,fact
r44,s6,What is the upper bound on the size of PATH lengths you can train?,actionable,question
r44,s7,This would require a phi(s) function that is trained in a way that doesn’t depend on the action a.,non_actionable,fact
r44,s8,ATARI 2600 games: I am not sure what state restoration is.,actionable,question
r44,s9,Oh - now I get it.,non_actionable,agreement
r45,s0,"review of ""NOT-SO-CLEVR: VISUAL RELATIONS STRAIN FEEDFORWARD NEURAL NETWORKS"" The authors introduce a set of very simple tasks that are meant to illustrate the challenges of learning visual relations.",non_actionable,fact
r45,s1,"They then evaluate several existing network architectures on these tasks, and show that results are not as impressive as others might have assumed they would be.",non_actionable,fact
r45,s2,The authors estimate the performance of algorithms by how well they generalize to new image scenarios when trained on other image conditions.,non_actionable,fact
r45,s3,"The authors state that "". . . the effectiveness of an architecture to learn visual-relation problems should be measured in terms of generalization over multiple variants of the same problem, not over multiple splits of the same dataset.""  Taken literally, this would rule out a lot of modern machine learning, even obviously very good work.",non_actionable,fact
r45,s4,"How do the authors know that humans are effectively generalizing rather than just ""interpolating"" within their (very rich) training set?",actionable,question
r45,s5,"Either human training data showing very effective generalization (if one could somehow make ""novel"" relationships unfamiliar to humans), or a different network architecture that was obviously superior in generalization to CNN+RN.",non_actionable,fact
r45,s6,"However, I think there's some chance that if the same tasks were in the hands of people who *wanted* CNNs or CNN+RN to work well, the results might have been different.",non_actionable,fact
r45,s7,I myself am very curious about what would happen and would love to see this exchange catalyzed.,actionable,suggestion
r45,s8,Originality and Significance:  The area of relation extraction seems to me to be very important and probably a bit less intensively worked on that it should be.,actionable,suggestion
r45,s9,"However, as the authors here note, there's been some recent work (e.g. Santoro 2017) in the area.",non_actionable,fact
r46,s0,The predictive model is an interesting two-step approach where important atoms of the molecule are added one-by-one with a reward given by a second Q-network that learns how well we can solve the prediction problem with the given set of atoms.,non_actionable,fact
r46,s1,Both datasets should be compared to LASSO as well.,actionable,suggestion
r46,s2,It's somewhat odd that the test performance in table 2 is often better than CV performance.,actionable,shortcoming
r46,s3,"The table 2 does not seem reliable result, and should use more folds and more randomizations, etc.",actionable,shortcoming
r46,s4,The key problem of the method is its seeming inabability to find the correct number of atoms to use.,actionable,shortcoming
r46,s5,"In both datasets the number of atoms were globally fixed, which is counter-intuitive.",actionable,shortcoming
r46,s6,The authors should at least provide learning curves where different number of atoms are used; but ideally the method should learn the number of atoms to use for each molecule.,actionable,suggestion
r46,s7,"There should be experiments that compare the the Q+P model with incresing number of atoms against a full CNN, to see whether the Q+P can converge to maximal performance.",actionable,suggestion
r46,s8,"Overall the method is interesting and has a clear impact for molecular prediction, however the paper has limited appeal to the broader audience.",non_actionable,fact
r46,s9,"This paper also would probably be more suitable for a chemoinformatics journal, where the rationale learning would be highly appreciated.",non_actionable,fact
r47,s0,Each subtask execution is represented by a (non-learned) option.,non_actionable,fact
r47,s1,"Alternatively, if the subtask graphs were learned instead of given, that would open the door to scaling an general learning.",non_actionable,fact
r47,s2,"Yet, this is not discussed in the paper.",actionable,shortcoming
r47,s3,"The proposed algorithm relies on fairly involved reward shaping, in that it is a very strong signal of supervision on what the next action should be.",non_actionable,fact
r47,s4,"Additionaly, it's not clear why learning seems to completely ""fail"" without the pre-trained policy.",actionable,shortcoming
r47,s5,"The justification given is that it is ""to address the difficulty of training due to the complex nature of the problem"" but this is not really satisfying as the problems are not that hard.",actionable,shortcoming
r47,s6,It it thus hard to properly evaluate your method against other proposed methods.,actionable,shortcoming
r47,s7,- It seems weird that the smoothed logical AND/OR functions do not depend on the number of inputs; that is unless there are always 3 inputs (but it is not explained why; logical functions are usually formalised as functions of 2 inputs) as suggested by Fig 3.,actionable,shortcoming
r47,s8,Is the time budget different for each new generated environment?,actionable,question
r47,s9,- why wait until exactly 120 epochs for NTS-RProp before fine-tuning with actor-critic?,actionable,question
r48,s0,The idea is an extension of the earlier developed MCMC with people approach where samples are drawn in the latent space of a DCGAN and a BiGAN.,non_actionable,fact
r48,s1,The approach is thoroughly validated using two online behavioural experiments.,non_actionable,fact
r48,s2,Clarity The rationale is clear and the results are straightforward to interpret.,non_actionable,agreement
r48,s3,In Section 4.2.1 statements on resemblance and closeness to mean faces could be tested.,non_actionable,fact
r48,s4,The final sentence probably relates back to the CI approach.,non_actionable,fact
r48,s5,Originality The approach is a straightforward extension of the MCMCP approach using generative models.,non_actionable,fact
r48,s6,Significance The approach improves on previous category estimation approaches by embracing the expressiveness of recent generative models.,non_actionable,agreement
r48,s7,Extensive experiments demonstrate the usefulness of the approach.,non_actionable,agreement
r48,s8,Pros Useful extension of an important technique backed up by behavioural experiments.,non_actionable,agreement
r48,s9,Cons Does not provide new theory but combines existing ideas in a new manner.,actionable,shortcoming
r49,s0,Deep Temporal Clustering This paper proposes an algorithm for jointly performing dimensionality reduction and temporal clustering in a deep learning context.,non_actionable,fact
r49,s1,"An autoencoder is utilized for dimensionality reduction alongside a clustering objective - that is the autoencoder optimizes the mse (using LSTM layers are utilized in the autoencoder for modelling temporal information), while the latent space  is fed into the temporal clustering layer.",non_actionable,fact
r49,s2,The clustering/autoencoder objectives are optimized in an alternating optimization fashion.,non_actionable,fact
r49,s3,"The main con lies in this work being very closely related to t-sne, i.e. compare the the temporal clustering loss based on kl-div (eq 6) to t-sne.",actionable,shortcoming
r49,s4,"If we consider e.g., a linear 1-layer autoencoder to be equivalent to PCA (without the rnn layers), in essence this formulation is closely related to applying pca to reduce the initial dimensionality and then t-sne.",non_actionable,fact
r49,s5,"Also, do the cluster centroids appear to be roughly stable over many runs of the algorithm?",actionable,question
r49,s6,"As the averaged results over 5 runs are shown, the standard deviation would be helpful towards showing this empirically.",actionable,suggestion
r49,s7,"On the positive side, it is likely that richer representations can be obtained via this architecture, and results appear to be good with comparison to other metrics The section of the paper that discusses heat-maps should be written more clearly.",actionable,suggestion
r49,s8,Figure 3 is commented with respect to detecting an event - non-event but the process itself is not clearly described as far as I can see.,actionable,shortcoming
r49,s9,minor note: the dynamic time warping is formally not a metric,actionable,disagreement
r5,s0,The authors also provide a specific theoretical construction that shows bidirectional GANs cannot escape specific cases of mode collapse.,non_actionable,fact
r5,s1,The results are interpreted to mean that mode collapse is strong in a number of state-of-the-art generative models.,non_actionable,fact
r5,s2,This is a very interesting area and exciting work.,non_actionable,agreement
r5,s3,In my opinion both contributions suffer from some significant limitations.,actionable,shortcoming
r5,s4,1. The biggest issue with the proposed test is that it conflates mode collapse with non-uniformity.,actionable,shortcoming
r5,s5,"The authors do mention this issue, but do not put much effort into evaluating its implications in practice, or parsing Theorems 1 and",actionable,shortcoming
r5,s6,I feel that the authors should give a more prominent disclaimer to potential users of the test.,actionable,suggestion
r5,s7,"2. Also, given how mode collapse is the main concern, it seems to me that a discussion on coverage is missing.",actionable,shortcoming
r5,s8,I welcome and are grateful for any theory in the area.,actionable,suggestion
r5,s9,"In particular, the current statement seems to obfuscate the understanding that training such an objective would typically not result into the construction of Theorem 3.",actionable,shortcoming
r50,s0,"Good contribution The paper is well written, and the authors do an admirable job of motivating their primary contributions throughout the early portions of the paper.",non_actionable,agreement
r50,s1,Each extension to the Dual Actor-Critic is well motivated and clear in context.,non_actionable,agreement
r50,s2,"Turning to the experimental section, I think the authors did a good job of evaluating their approach with the ablation study and comparisons with PPO and TRPO.",non_actionable,agreement
r50,s3,There were a few things that jumped out to me that I was surprised by.,non_actionable,fact
r50,s4,"The difference in performance for Dual-AC between Figure 1 and Figure 2b is significant, but the only difference seems to be a reduce batch size, is this right?",actionable,question
r50,s5,This suggests a fairly significant sensitivity to this hyperparameter if so.,non_actionable,fact
r50,s6,Reproducibility in continuous control is particularly problematic.,actionable,shortcoming
r50,s7,"Nonetheless, in recent work PPO and TRPO performance on the same set of tasks seem to be substantively different than what the authors get in their experiments.",non_actionable,fact
r50,s8,"With these in mind I view the comparison results with a bit of uncertainty about the exact amount of gain being achieved, which may beg the question if the algorithmic contributions are buying much for their added complexity?",actionable,question
r50,s9,"Pros: Well written, thorough treatment of the approaches Improvements on top of Dual-AC with ablation study show improvement Cons: Empirical gains might not be very large",non_actionable,agreement
r51,s0,"In the paper, the authors proposed using GAN for anomaly detection.",non_actionable,fact
r51,s1,"For evaluating whether the data point x is anomalous or not, we search for a latent representation z such that x \approx g_\theta(z).",non_actionable,fact
r51,s2,"If such a representation z could be found, x is deemed to be healthy, and anomalous otherwise.",non_actionable,fact
r51,s3,"Moreover, the authors proposed updating the parameter \theta of the generator g_\theta.",non_actionable,fact
r51,s4,"The authors claimed that this parameter update is one of the novelty of their method, making it different from the method of Schlegl et al. (2017).",non_actionable,fact
r51,s5,"In my first reading of the paper, I felt that the baselines in the experiments are too primitive.",actionable,shortcoming
r51,s6,"Specifically, for KDE and OC-SVM, a naive PCA is used to reduce the data dimension.",non_actionable,fact
r51,s7,"Additionally, I found that some well-known anomaly detection methods are excluded from the comparison.",actionable,shortcoming
r51,s8,It would be essential to add these methods as baselines to be compared with the proposed method.,actionable,suggestion
r51,s9,"However, I have decided to keep my score unchanged, as the additional experiments have shown that the performance of the proposed method is not significantly better than the other methods.",non_actionable,fact
r52,s0,This paper studies the problem of multi-label learning for text copora.,non_actionable,fact
r52,s1,"The paper proposed a latent variable model for the documents and their labels, and used spectral algorithms to provably learn the parameters.",non_actionable,fact
r52,s2,"The model is fairly simplistic: the topic can be one of k topics (pure topic model), based on the topic, there is a probability distribution over documents, and a probabilistic distribution over labels.",non_actionable,fact
r52,s3,"The model defined here is also very strange, especially Equation (2) is not really consistent with Equation (7).",actionable,shortcoming
r52,s4,"Just to elaborate: in equation (2), the probability of a document is related to the set of distinct words, so it does not distinguish between documents where a word appear multiple times or only once.",actionable,shortcoming
r52,s5,This is different from the standard bag-of-words model where words are sampled independently and word counts do matter.,non_actionable,fact
r52,s6,"However, in the calculation before Equation (7), it was trying to compute the probability that a pair of words are equal to v_i and v_j, and it assumed words w_1 and w_2 are independent and both of them satisfy the conditional distribution P[v_i|h = k], this is back to the standard bag-of-words model.",actionable,shortcoming
r52,s7,"To see why these models are different, if it is the model of (2), and we look at only distinct words, the diagonal of the matrix P[v_i,v_i] does not really make sense and certainly will not follow Equation (7).",actionable,shortcoming
r52,s8,Equation (7) and also (9) only works in the standard bag-of-words model that is also used in Anandkumar et al. (the same equations were also proved).,actionable,shortcoming
r52,s9,The main novelty in this paper is that it uses the label as a third view of a multi-view model and make use of cross moments.,non_actionable,fact
r53,s0,"However, the presentation of the method is not clear, the experiment is not sufficient, and the paper is not polished.",actionable,shortcoming
r53,s1,"For the application of images, using text description to refine the representation is a natural and important research question.",non_actionable,fact
r53,s2,Figure 2 which is the graphic representation of the model is hard to read.,actionable,shortcoming
r53,s3,This group of related work should also be discussed.,actionable,suggestion
r53,s4,3. Experiment evaluation is not sufficient.,actionable,shortcoming
r53,s5,"Secondly, there are no other state-of-the-art baselines are used.",actionable,shortcoming
r53,s6,"5. The paper, in general, needs to be polished.",actionable,suggestion
r53,s7,"[1] Wang, Weiran, Honglak Lee, and Karen Livescu.",non_actionable,other
r53,s8,"[2] Suzuki, Masahiro, Kotaro Nakayama, and Yutaka Matsuo.",non_actionable,other
r53,s9,"""Joint Multimodal Learning with Deep Generative Models."" arXiv preprint arXiv:1611.01891 (2016).",non_actionable,other
r54,s0,"Nice goal augmentation in state representation for DQN with, unfortunately incomplete and quite preliminary The authors use a variant of deep RL to solve a  simplified 2d physical stacking task.",actionable,shortcoming
r54,s1,To accommodate different goal stacking states the authors extend the state representation of DQN.,non_actionable,fact
r54,s2,A number of heuristics are used to augment this reward function so as to provide shaping rewards along the way and speed up learning.,non_actionable,fact
r54,s3,"Currently, I don’t understand from the manuscript, how DQN is actually trained.",actionable,shortcoming
r54,s4,Are all different tasks used on a single network?,actionable,question
r54,s5,"If so, is it surprising that the network performs worse than when augmenting the state representation with the goal?",actionable,question
r54,s6,The definition of value function at the bottom of page 4 uses the definition for continual tasks but in the current setting the tasks are naturally episodic.,non_actionable,shortcoming
r54,s7,"It would be helpful do obtain more information about the navigation task, especially a plot of sorts would be helpful.",actionable,suggestion
r54,s8,"How physically “rich” is this environment compared to some of the cited work, e.g. Yildirim et al. or Battaglia et al:?",actionable,question
r54,s9,Overall it feels as if this is an interesting project but that it is not yet ready for publication.,actionable,fact
r55,s0,"It proposes to do this by simultaneously optimizing a VAE with PixelCNN++ decoder, and a VAE with factorial decoder.",non_actionable,fact
r55,s1,"Unfortunately the authors were unable to make any good use of this insight, and I will explain below why I don’t see any evidence of an improved generative model in this paper.",actionable,shortcoming
r55,s2,"Then the addition of the VAE had no measurable effect on the PixelCNN++’s performance, i.e., it seems like a bad idea due to the added complexity and loss of tractability.",actionable,shortcoming
r55,s3,Then the paper is missing experiments to support the idea that the learned representations are in any way an improvement.,actionable,shortcoming
r55,s4,Much of the authors’ analysis is based on a qualitative evaluation of samples.,non_actionable,fact
r55,s5,"A lookup table storing the training data generates samples containing objects and perfect details, but obviously has not learned anything about either objects or the low-level statistics of natural images.",actionable,shortcoming
r55,s6,"If the former, what was sigma and how was it chosen?",actionable,question
r55,s7,I am merely providing a possible counter example to the notion that the PixelCNN++ has learned to use of the latent representation in a meaningful way.,actionable,suggestion
r55,s8,This seems like it would be a useful control to include.,actionable,suggestion
r55,s9,The paper is well written and clear.,non_actionable,agreement
r56,s0,"The proposed model includes modules for all of these kinds of cells and includes: an Neural Touring Machine, Spatial Transformer Network, Recurrent Neural Networks, and CNNs.",non_actionable,fact
r56,s1,The model is trained with supervision to output the overhead map of the global map.,non_actionable,fact
r56,s2,"All components are trained with dense supervision (e.g. loop closure, ego motion with orientation-position, and the ground truth local overhead map).",non_actionable,fact
r56,s3,The model is trained on 5 mazes and tested on 2 others.,non_actionable,fact
r56,s4,I believe that this paper is severely flawed.,actionable,shortcoming
r56,s5,"Firstly, the model has ample free parameters to overfit when such a tiny test set is used.",actionable,shortcoming
r56,s6,Are the test environments sufficiently different from the training ones?,actionable,question
r56,s7,"For example, when showing that the head direction cells generalize in the new mazes how can we be sure that it is not using a common lighting scheme common to both train and test mazes to orient itself?",actionable,question
r56,s8,What is the maximal possible MSE error in these environments?,actionable,question
r56,s9,"To quote the authors ""However, there is no existing end-to-end neural network for visual SLAM to our best knowledge.""",non_actionable,fact
r57,s0,"That said I found the intuitive story a little bit difficult to follow -- it's true that in Figure 1b the discriminator won't communicate the detailed structure of the data manifold to the generator, but it's not clear why this would be a problem -- the gradients should still pull the generator *towards* the manifold of real data, and as this happens and the manifolds begin to overlap, the discriminator will naturally be forced to allocate its capacity towards finer-grained details.",actionable,shortcoming
r57,s1,"Is the implicit assumption that for real, high-dimensional data the generator and data manifolds will *never* overlap?",actionable,question
r57,s2,But in that case much of the theoretical story goes out the window.,non_actionable,fact
r57,s3,"I'd also appreciate further discussion of the relationship of this approach to Wasserstein GANs, which also attempt to provide a clearer training gradient when the data and generator manifolds do not overlap.",actionable,suggestion
r57,s4,More generally I'd like to better understand what effect we'd expect this regularizer to have.,actionable,suggestion
r57,s5,Does it also change the location of the Nash equilibria?,actionable,question
r57,s6,"(or equivalently, the optimal generator under the density-ratio-estimator interpretation of discriminators proposed by https://arxiv.org/abs/1610.03483).",non_actionable,fact
r57,s7,"The experimental results seem promising, although not earthshattering.",non_actionable,fact
r57,s8,As such I'd rate it as borderline; though perhaps interesting enough to be worth presenting and discussing.,non_actionable,agreement
r57,s9,I encourage the authors to have the work proofread by a native speaker; clearer writing will ultimately increase the reach and impact of the paper.,actionable,suggestion
r58,s0,The generator is a mixture of two Gaussians in one dimension.,non_actionable,fact
r58,s1,Discriminator is union of two intervals.,non_actionable,fact
r58,s2,"The paper notices through simulations that in a grid search over the initial parameters of generator optimal discriminator training always succeeds in recovering the true generator parameters, whereas the other two methods fail and exhibit mode collapse.",non_actionable,fact
r58,s3,1) This is an interesting paper studying the dynamics of GANs on a simpler model (but rich enough to display mode collapse).,non_actionable,agreement
r58,s4,The results establish the standard issues noticed in training  GANs.,non_actionable,fact
r58,s5,However no intuition is given as to why the mode collapse happens or why the single discriminator updates fail (see for ex. https://arxiv.org/abs/1705.10461)?,actionable,shortcoming
r58,s6,2) The proposed method of doing optimal discriminator updates cannot be extended when the discriminator is a neural network.,actionable,shortcoming
r58,s7,Does doing more unrolling steps simulate this behavior?,actionable,question
r58,s8,3) Can you write the exact dynamics used for Theorem 4.1 ?,actionable,question
r58,s9,4) What is the size of the initial discriminator intervals used for experiments in figure 2?,actionable,question
r59,s0,The model is based on both source/target syntax trees and performs an attentional encoder-decoder style network over the tree structure.,non_actionable,fact
r59,s1,"On the other hand, the whole model structure looks to be easily generalized to other tree-to-tree tasks and might have some potential to contribute this kind of problems.",non_actionable,fact
r59,s2,"First, it is unclear that what the linearization method of the syntax tree is, which could affect the final model accuracy.",actionable,shortcoming
r59,s3,"Second, it is also unclear what the method to generate train/dev/test data is.",actionable,shortcoming
r59,s4,"What is the reasonableness of training such kind of data, or are they already avoided from the data?",actionable,question
r59,s5,"Since any CoffeeScript programs can be compiled into the corresponding Javascript programs, we should assume that CoffeeScript is the only subset of Javascript (without physical difference of syntax), and this translation task may never capture the whole tendency of Javascript.",non_actionable,fact
r59,s6,"If authors were interested in the tendency of real program translation task, they should arrange the experiment by collecting parallel corpora between some unrelated programming languages using resources in the real world.",actionable,suggestion
r59,s7,"Probably we can suppress the range of each attention by introducing some prior knowledge about syntax trees (e.g., only paying attention to the descendants in a specific subtree).",actionable,suggestion
r59,s8,"Suggestion: After capturing the motivation of the task, I suspect that the traditional tree-to-tree (also X-to-tree) ""statistical"" machine translation methods still can also work correctly in this task.",actionable,suggestion
r59,s9,"Although it is not necessary, it would like to apply those methods to this task as another baseline if authors are interested in.",actionable,suggestion
r6,s0,"The main idea is that if one can find a small coreset, then finding the optimal separator (maximum margin etc.) over the coreset might be sufficient.",non_actionable,fact
r6,s1,"So, the main contribution of the paper is to do all the sensitivity calculations with respect to SVM problem and then use the importance sampling theory to obtain bounds on the coreset size.",non_actionable,fact
r6,s2,Evaluation: Significance: Coresets give significant running time benefits when working with very big datasets.,non_actionable,fact
r6,s3,The problem has been well motivated and all the relevant issues point out for the reader.,non_actionable,agreement
r6,s4,The theoretical results are clearly stated as lemmas a theorems that one can follow without looking at proofs.,non_actionable,agreement
r6,s5,Originality: The paper uses previously developed theory of importance sampling.,non_actionable,fact
r6,s6,"However, the sensitivity calculations in the SVM context is new as per my knowledge.",non_actionable,fact
r6,s7,It is nice to know the bounds given in the paper and to understand the theoretical conditions under which we can obtain running time benefits using corsets.,non_actionable,agreement
r6,s8,The paper compares the Coreset construction with simple uniform sampling.,non_actionable,fact
r6,s9,"Since Coreset construction is being sold as a fast alternative to previous methods for training SVMs, it would have been nice to see the running time and cost comparison with other training methods that have been discussed in section 2.",actionable,suggestion
r60,s0,The proposed technique is of modest contribution and the experimental results do not provide sufficient validation of the approach.,actionable,shortcoming
r60,s1,The authors propose an extension of adversarial reinforcement learning to A3C.,non_actionable,fact
r60,s2,The protagonist is attempting to achieve the given task while the antagonist's goal is for the task to fail.,non_actionable,fact
r60,s3,"However, the proposed method is still within the same family methods as demonstrated by RARL.",non_actionable,fact
r60,s4,The authors state that AR-A3C requires half as many rollouts as compared to RARL.,non_actionable,fact
r60,s5,"However, no empirical comparison between the two methods is performed.",actionable,shortcoming
r60,s6,The paper only performs analysis against the A3C and no other adversarial baseline and on only one environment: cartpole.,actionable,shortcoming
r60,s7,There are a few notational issues in the paper that should be addressed.,actionable,suggestion
r60,s8,"The authors mislabel the value function V as the  action value, or Q function.",actionable,shortcoming
r60,s9,"Double blind was likely compromised with the youtube video, which was linked to a real name account instead of an anonymous account.",actionable,shortcoming
r61,s0,"Finding ReMO review This paper introduces Related Memory Network (RMN), an improvement over Relationship Networks (RN).",non_actionable,fact
r61,s1,RN constructs pair-wise interactions between objects in RN to solve complex tasks such as transitive reasoning.,non_actionable,fact
r61,s2,"However, how widespread is this problem across other models or are you simply addressing a point problem for RN?",actionable,question
r61,s3,It would not be fair to claim superiority over RN since you only evaluate on bABi while RN also demonstrated results on other tasks.,actionable,shortcoming
r61,s4,Is this on bAbi as well?,actionable,question
r61,s5,How did you generate these stories with so many sentences?,actionable,question
r61,s6,Another clarification is the bAbi performance over Entnet which claims to solve all tasks.,actionable,suggestion
r61,s7,Some wall clock time results or FLOPs of train/test time should be provided since you use multiple hops.,actionable,suggestion
r61,s8,"Without experiments over other datasets and wall clock time results, it is hard to appreciate the significance of this improvement.",actionable,shortcoming
r61,s9,One direction to strengthen this paper is to examine if RMN can do better than pair-wise interactions (and other baselines) for more complex reasoning tasks.,actionable,suggestion
r62,s0,The paper uses some interesting properties of the CPD model to derive an efficient optimization solver for the BCD subproblems.,non_actionable,agreement
r62,s1,"However, it is unclear to me why would one need to use K-Means for non-linear data, why not use kernelized kmeans?",actionable,question
r62,s2,The proposed CPD model also is essentially learning a linear transformation of the kernelized feature space.,non_actionable,fact
r62,s3,"So in contrast to kernelized kmeans, what is the advantage of the proposed framework?",actionable,question
r62,s4,Perhaps providing some specific examples/scenarios or graphic illustrations will help appreciate the method.,actionable,suggestion
r62,s5,"As noted above, it is not clear what is the significance of this combination or how does it improve performance.",actionable,shortcoming
r62,s6,"Ideally, I would think when formulating the joint optimization for the clustering problem, the optimal functional v(x) should also be learned/derived for the clustering problem, or some proof should be provided showing the functionals are the same.",actionable,suggestion
r62,s7,"9, the definition of Y_c is incorrect and unclear.",actionable,shortcoming
r62,s8,"p is defined as a vector of ones, earlier.",non_actionable,fact
r62,s9,The provided math does not support any of these steps.,actionable,shortcoming
r63,s0,An encoder reads in the document to condition the generator which outputs a summary.,non_actionable,fact
r63,s1,An additional GAN loss is used on the generator output to encourage the output to look like summaries -- this procedure only requires unpaired summaries.,non_actionable,fact
r63,s2,The results are that this procedure improves upon the trivial baseline  but still significantly underperforms supervised training.,non_actionable,fact
r63,s3,The idea is a simple but useful extension of these previous works.,non_actionable,agreement
r63,s4,"The problem set-up of unpaired summarization is not particularly compelling, since summaries are typically found paired with their original documents.",actionable,shortcoming
r63,s5,"It would be more interesting to see how well it can be used for other textual domains such as translation, where a lot of unpaired data exists (some other submissions to ICLR tackle this problem).",actionable,suggestion
r63,s6,A key baseline that is missing is pretraining the generator as a language model over summaries.,actionable,shortcoming
r63,s7,"Without this baseline, it is hard to tell whether GAN training is even useful.",actionable,shortcoming
r63,s8,Another experiment missing is seeing whether joint supervised-GAN-reconstruction training can outperform purely supervised training.,actionable,shortcoming
r63,s9,"This paper has numerous grammatical and spelling errors throughout the paper (worse, the same errors are copy-pasted everywhere).",actionable,shortcoming
r64,s0,They also showed that the traditional score matching estimator (Hyvarinen 2005) can be obtained as a special case of their estimator.,non_actionable,fact
r64,s1,The novelty of this work consists of an approach based on score matching and Stein’s identity to estimate the gradient directly and the empirical results of the proposed method on meta-learning for approximate inference and entropy regularized GANs.,non_actionable,fact
r64,s2,The proposed method is new and technically sound.,non_actionable,agreement
r64,s3,The authors also demonstrated through several experiments that the proposed technique can be applied in a wide range of applications.,non_actionable,fact
r64,s4,"Nevertheless, I suspect that the drawback of this method compared to existing ones is computational cost.",non_actionable,fact
r64,s5,"For example, the authors claimed in Section 4.3 that the Stein gradient estimator is faster than other methods, but it is not clear as to why this is the case.",actionable,shortcoming
r64,s6,"In Section 4.2, the authors only consider four datasets (out of six UCI datasets).",actionable,shortcoming
r64,s7,"Also, in Section 4.3, it is not clear what the point of this experiment is: whether to show that entropy regularization helps or the Stein gradient estimator outperforms other estimators.",actionable,shortcoming
r64,s8,"Some comments: - Perhaps, it is better to move Section 3.3 before Section 3.2 to emphasize the main contribution of this work, i.e., using Stein’s identity to derive an estimate of the gradient of the score function.",actionable,suggestion
r64,s9,"- In Section 4.3, why did you consider the entropy regularizer?",actionable,question
r65,s0,"A thorough exploration of techniques for unsupervised translation, a very strong start for this problem This paper describes an approach to train a neural machine translation system without parallel data.",non_actionable,agreement
r65,s1,"Starting from a word-to-word translation lexicon, which was also learned with unsupervised methods, this approach combines a denoising auto-encoder objective with a back-translation objective, both in two translation directions, with an adversarial objective that attempts to fool a discriminator that detects the source language of an encoded sentence.",non_actionable,fact
r65,s2,"These five objectives together are sufficient to achieve impressive English <-> German and Engish <-> French results in Multi30k, a bilingual image caption scenario with short simple sentences, and to achieve a strong start for a standard WMT scenario.",non_actionable,fact
r65,s3,And it is genuinely impressive to see all these pieces come together into something that translates substantially better than a word-to-word baseline.,non_actionable,agreement
r65,s4,But the aspect I like most about this paper is the experimental analysis.,non_actionable,agreement
r65,s5,"Considering that this is a big, complicated system, it is crucial that the authors included both an ablation experiment to see which pieces were most important, and an experiment that indicates the amount of labeled data that would be required to achieve the same results with a supervised system.",actionable,suggestion
